lat,lon,id,pm2_5_cf_1_count,pm2_5_atm_count,p_2_5_um_count,start_date,end_date,Network
34.0736,-118.269,185,8999,8999,8999,01-01-2019 00:00,13-01-2020 23:55,PPA
34.0736,-118.269,186,8999,8999,8999,01-01-2019 00:00,13-01-2020 23:53,PPA
33.8426,-118.339,407,4370,4370,4363,01-01-2019 00:00,13-01-2020 23:56,PPA
33.8426,-118.339,408,4187,4187,4189,01-01-2019 00:01,13-01-2020 23:10,PPA
33.8358,-118.327,413,264,264,264,01-01-2019 00:00,11-01-2019 23:00,PPA
33.8358,-118.327,414,264,264,264,01-01-2019 00:00,11-01-2019 23:00,PPA
33.7167,-118.31,417,8784,8784,8784,01-01-2019 00:00,13-01-2020 23:10,PPA
33.7167,-118.31,418,8785,8785,8784,01-01-2019 00:00,13-01-2020 23:10,PPA
33.8152,-118.369,419,2395,2395,2396,01-01-2019 00:00,13-04-2019 07:00,PPA
33.8152,-118.369,420,2398,2398,2399,01-01-2019 00:00,13-04-2019 07:00,PPA
36.7245,-119.702,470,8998,8998,8997,01-01-2019 00:00,14-01-2020 23:13,PPA
36.7245,-119.702,473,9001,9001,9001,01-01-2019 00:13,14-01-2020 23:21,PPA
36.7245,-119.702,474,9001,9001,9001,01-01-2019 00:00,14-01-2020 23:19,PPA
33.7956,-118.261,489,8941,8941,8945,01-01-2019 00:06,13-01-2020 23:09,PPA
33.7956,-118.261,490,8947,8947,8949,01-01-2019 00:00,13-01-2020 23:15,PPA
33.7882,-118.244,495,7488,7488,7489,01-01-2019 00:00,20-11-2019 18:01,PPA
33.7882,-118.244,496,7488,7488,7488,01-01-2019 00:00,20-11-2019 18:01,PPA
34.0657,-118.021,547,8177,8177,8177,01-01-2019 00:00,09-12-2019 00:01,PPA
34.0657,-118.021,548,8178,8178,8177,01-01-2019 00:00,09-12-2019 00:01,PPA
33.7096,-118.288,565,252,252,255,03-01-2019 16:13,17-12-2019 03:01,PPA
33.7096,-118.288,566,271,271,271,03-01-2019 16:09,28-12-2019 19:47,PPA
34.1268,-118.062,567,8716,8716,8718,01-01-2019 23:02,13-01-2020 23:14,PPA
34.1268,-118.062,568,8718,8718,8717,01-01-2019 00:01,13-01-2020 23:06,PPA
33.8663,-118.318,569,374,374,374,10-01-2019 06:31,24-01-2019 07:00,PPA
33.8663,-118.318,570,374,374,374,08-01-2019 18:31,24-01-2019 07:00,PPA
33.8679,-118.33,573,9002,9002,9002,01-01-2019 00:00,13-01-2020 23:20,PPA
33.8679,-118.33,574,9003,9003,9002,01-01-2019 00:00,13-01-2020 23:20,PPA
33.7388,-118.299,575,3166,3166,3165,01-01-2019 00:00,12-05-2019 20:00,PPA
33.7388,-118.299,576,3165,3165,3165,01-01-2019 00:00,12-05-2019 20:00,PPA
33.7753,-118.268,577,280,280,280,01-01-2019 00:00,12-01-2019 15:02,PPA
33.7753,-118.268,578,280,280,280,01-01-2019 00:00,12-01-2019 15:00,PPA
33.8394,-118.322,579,122,122,122,01-01-2019 00:01,06-01-2019 01:01,PPA
33.8394,-118.322,580,122,122,122,01-01-2019 00:01,06-01-2019 01:01,PPA
34.0896,-118.226,583,8929,8929,8863,01-01-2019 00:26,13-01-2020 23:28,PPA
34.0896,-118.226,584,8937,8937,8940,01-01-2019 00:01,13-01-2020 23:46,PPA
34.0679,-118.457,587,1095,1095,1095,10-01-2019 19:58,05-12-2019 12:44,PPA
34.0679,-118.457,588,1070,1070,1070,10-01-2019 19:59,05-12-2019 12:44,PPA
34.0685,-118.206,1128,8982,8982,8982,01-01-2019 00:01,14-01-2020 23:06,PPA
34.0685,-118.206,1129,8982,8982,8982,01-01-2019 00:00,14-01-2020 23:08,PPA
34.443,-119.781,1166,3863,3863,3867,01-01-2019 00:01,11-06-2019 08:01,PPA
34.443,-119.781,1167,3861,3861,3866,01-01-2019 00:05,11-06-2019 08:01,PPA
33.8632,-118.388,1266,8722,8722,8723,01-01-2019 00:01,13-01-2020 23:14,PPA
33.8632,-118.388,1267,8724,8724,8716,01-01-2019 00:01,13-01-2020 23:16,PPA
33.7354,-118.308,1436,8559,8559,8560,01-01-2019 00:00,13-01-2020 23:55,PPA
33.7354,-118.308,1437,8560,8560,8560,01-01-2019 00:00,13-01-2020 23:15,PPA
34.0917,-118.234,1503,2120,2120,2119,01-01-2019 00:00,30-03-2019 16:00,PPA
34.0917,-118.234,1504,2119,2119,2119,01-01-2019 00:00,30-03-2019 16:00,PPA
34.0858,-118.23,1507,8668,8668,8668,01-01-2019 00:01,13-01-2020 23:01,PPA
34.0858,-118.23,1508,8669,8669,8670,01-01-2019 00:01,13-01-2020 23:01,PPA
34.1043,-117.743,1648,9003,9003,9003,01-01-2019 00:01,13-01-2020 23:14,PPA
34.1043,-117.743,1649,9003,9003,9004,01-01-2019 00:01,13-01-2020 23:14,PPA
34.0666,-118.053,1650,9003,9003,9003,01-01-2019 05:05,13-01-2020 23:13,PPA
34.0666,-118.053,1651,9003,9003,9003,01-01-2019 00:09,13-01-2020 23:14,PPA
34.1485,-118.143,1678,5235,5235,5236,01-01-2019 00:00,07-08-2019 23:01,PPA
34.1485,-118.143,1679,5235,5235,5236,30-01-2019 23:01,07-08-2019 23:01,PPA
34.0965,-117.97,1680,8928,8928,8928,01-01-2019 00:00,13-01-2020 23:16,PPA
34.0965,-117.97,1681,8929,8929,8928,11-12-2019 01:00,13-01-2020 23:14,PPA
34.071,-118.142,1684,8905,8905,8905,01-01-2019 00:00,13-01-2020 23:18,PPA
34.071,-118.142,1685,8905,8905,8905,01-01-2019 00:00,13-01-2020 23:14,PPA
34.168,-118.179,1686,8984,8984,8984,02-01-2019 12:02,13-01-2020 23:11,PPA
34.168,-118.179,1687,8984,8984,8984,01-01-2019 00:00,13-01-2020 23:14,PPA
34.0892,-118.029,1688,293,293,293,01-01-2019 00:00,13-01-2019 04:00,PPA
34.0892,-118.029,1689,293,293,293,01-01-2019 00:00,13-01-2019 04:00,PPA
34.0881,-118.135,1734,34,34,34,15-01-2019 22:43,17-01-2019 14:43,PPA
34.0881,-118.135,1735,33,33,34,15-01-2019 22:43,17-01-2019 21:43,PPA
34.0239,-118.429,1748,8794,8794,8795,02-01-2019 17:59,14-01-2020 23:46,PPA
34.0239,-118.429,1749,8796,8796,8795,02-01-2019 17:59,14-01-2020 23:48,PPA
34.0254,-118.428,1761,9003,9003,9003,01-01-2019 00:00,14-01-2020 23:20,PPA
33.7638,-118.146,1816,8735,8735,8736,01-01-2019 00:00,13-01-2020 23:09,PPA
33.7638,-118.146,1817,8737,8737,8734,01-01-2019 00:00,13-01-2020 23:13,PPA
34.0947,-118.348,1846,8521,8521,8528,01-01-2019 00:07,13-01-2020 23:36,PPA
34.0947,-118.348,1847,8522,8522,8522,01-01-2019 00:01,13-01-2020 23:24,PPA
34.1418,-118.061,1848,7796,7796,7795,01-01-2019 00:01,13-01-2020 23:12,PPA
34.1418,-118.061,1849,7796,7796,7795,01-01-2019 00:01,13-01-2020 23:18,PPA
34.0647,-118.298,1850,6237,6237,6238,01-01-2019 00:00,18-09-2019 16:00,PPA
34.0647,-118.298,1851,6237,6237,6237,01-01-2019 00:00,18-09-2019 16:00,PPA
34.0215,-117.91,1852,8997,8997,8997,01-01-2019 00:00,13-01-2020 23:18,PPA
34.0215,-117.91,1853,8998,8998,8997,01-01-2019 00:00,13-01-2020 23:20,PPA
34.0823,-118.182,1856,8996,8996,8996,01-01-2019 00:00,13-01-2020 23:19,PPA
34.0823,-118.182,1857,8997,8997,8996,01-01-2019 00:00,13-01-2020 23:23,PPA
33.9628,-118.406,1858,9000,9000,9001,01-01-2019 00:00,13-01-2020 23:21,PPA
33.9628,-118.406,1859,9000,9000,9001,01-01-2019 00:00,13-01-2020 23:19,PPA
34.0263,-117.808,1866,9003,9003,9004,01-01-2019 00:07,14-01-2020 23:58,PPA
34.0263,-117.808,1867,9004,9004,9005,01-01-2019 00:00,14-01-2020 23:58,PPA
34.0183,-118.46,1876,1779,1779,1779,29-10-2019 00:01,13-01-2020 23:15,PPA
34.0183,-118.46,1877,2029,2029,2029,07-05-2019 00:00,13-01-2020 23:17,PPA
34.4455,-119.828,1936,523,523,534,01-01-2019 00:01,23-01-2019 18:00,PPA
34.4455,-119.828,1937,534,534,534,01-01-2019 00:01,23-01-2019 18:01,PPA
34.9711,-120.438,1944,1,1,1,06-02-2019 18:43,06-02-2019 18:42,PPA
34.9711,-120.438,1945,1,1,1,06-02-2019 18:42,06-02-2019 18:42,PPA
33.8471,-118.314,1956,2945,2945,2942,06-09-2019 00:05,13-01-2020 23:18,PPA
33.8471,-118.314,1957,2942,2942,2940,06-09-2019 00:05,13-01-2020 23:18,PPA
34.0325,-118.396,1960,1759,1759,1759,01-01-2019 00:00,15-03-2019 06:01,PPA
34.0325,-118.396,1961,1759,1759,1759,01-01-2019 00:00,15-03-2019 06:01,PPA
33.9983,-118.438,1970,6497,6497,6498,17-01-2019 04:07,13-01-2020 19:36,PPA
33.9983,-118.438,1971,6665,6665,6665,17-01-2019 04:07,13-01-2020 19:36,PPA
33.7115,-118.291,1974,8999,8999,8999,01-01-2019 00:00,13-01-2020 23:21,PPA
33.7115,-118.291,1975,8999,8999,9000,01-01-2019 00:00,13-01-2020 23:21,PPA
33.7156,-118.304,1976,7702,7702,7703,01-01-2019 00:01,18-11-2019 14:00,PPA
33.7156,-118.304,1977,7702,7702,7702,01-01-2019 00:01,18-11-2019 14:00,PPA
34.9585,-120.403,1986,45,45,45,08-01-2019 19:07,15-03-2019 14:28,PPA
34.9585,-120.403,1987,45,45,45,11-03-2019 18:10,15-03-2019 14:28,PPA
34.0909,-118.205,1990,263,263,263,19-09-2019 04:01,27-09-2019 22:01,PPA
34.0909,-118.205,1991,340,340,340,13-09-2019 19:31,27-09-2019 22:01,PPA
35.3558,-120.04,2006,6213,6213,6213,01-01-2019 00:00,19-09-2019 19:00,PPA
35.3558,-120.04,2007,6213,6213,6214,01-01-2019 00:00,19-09-2019 19:01,PPA
34.1384,-118.138,2014,8794,8794,8794,01-01-2019 00:01,13-01-2020 23:06,PPA
34.1384,-118.138,2015,8794,8794,8794,01-01-2019 00:01,13-01-2020 23:06,PPA
34.0626,-118.247,2029,247,247,247,01-01-2019 00:05,12-01-2019 03:00,PPA
34.0626,-118.247,2030,247,247,247,01-01-2019 00:01,12-01-2019 03:00,PPA
34.0325,-118.396,2083,404,404,404,01-01-2019 00:03,24-01-2019 22:01,PPA
34.0211,-118.426,2151,4794,4794,4796,01-01-2019 00:00,19-07-2019 23:00,PPA
34.0211,-118.426,2152,4794,4794,4793,01-01-2019 00:00,19-07-2019 23:02,PPA
34.0263,-117.814,2155,8893,8893,8893,01-01-2019 00:00,14-01-2020 23:04,PPA
34.0263,-117.814,2156,8892,8892,8893,01-01-2019 00:00,14-01-2020 23:00,PPA
34.0251,-118.43,2157,3675,3675,3675,01-01-2019 00:01,03-06-2019 11:00,PPA
34.0251,-118.43,2158,3676,3676,3675,01-01-2019 00:01,03-06-2019 11:01,PPA
34.0218,-118.425,2163,701,701,669,01-01-2019 00:12,20-05-2019 04:01,PPA
34.0218,-118.425,2164,528,528,576,01-01-2019 00:53,15-05-2019 08:02,PPA
34.0254,-118.43,2165,3599,3599,3599,01-01-2019 07:14,01-08-2019 17:00,PPA
34.0254,-118.43,2166,3930,3930,3930,01-01-2019 07:14,01-08-2019 17:00,PPA
34.0292,-117.813,2167,8889,8889,8888,01-01-2019 00:00,14-01-2020 23:58,PPA
34.0292,-117.813,2168,8887,8887,8887,01-01-2019 00:00,14-01-2020 23:02,PPA
34.0246,-118.43,2172,8851,8851,8851,01-01-2019 00:01,14-01-2020 23:20,PPA
34.0234,-118.429,2174,4272,4272,4272,01-01-2019 00:00,28-06-2019 03:01,PPA
34.1275,-118.108,2263,5021,5021,5021,01-01-2019 00:00,13-01-2020 23:20,PPA
34.1275,-118.108,2264,4853,4853,4854,19-02-2019 21:01,13-01-2020 23:20,PPA
33.7866,-118.276,2279,2897,2897,2897,01-01-2019 00:00,01-05-2019 22:00,PPA
33.7866,-118.276,2280,2897,2897,2896,01-01-2019 00:00,01-05-2019 22:00,PPA
34.0852,-118.224,2287,7933,7933,7934,01-01-2019 00:01,13-01-2020 23:21,PPA
34.0852,-118.224,2288,7759,7759,7759,01-01-2019 00:01,13-01-2020 23:21,PPA
34.0225,-118.428,2298,8524,8524,8510,23-01-2019 02:13,14-01-2020 23:17,PPA
36.3325,-119.291,2305,8980,8980,8981,01-01-2019 00:00,13-01-2020 23:18,PPA
36.3325,-119.291,2306,8980,8980,8981,01-01-2019 00:00,13-01-2020 23:18,PPA
34.0236,-118.426,2309,9002,9002,9003,01-01-2019 00:00,14-01-2020 23:12,PPA
34.0236,-118.426,2310,9003,9003,9003,01-01-2019 00:00,14-01-2020 23:16,PPA
34.0207,-118.427,2316,8995,8995,8995,01-01-2019 00:00,14-01-2020 23:21,PPA
34.0286,-117.81,2325,9004,9004,9004,01-01-2019 00:02,14-01-2020 23:50,PPA
34.0286,-117.81,2326,9005,9005,9004,01-01-2019 00:00,14-01-2020 23:58,PPA
34.0247,-118.43,2328,6870,6870,6870,01-01-2019 00:00,25-10-2019 20:14,PPA
34.0225,-118.425,2340,3776,3776,3776,02-01-2019 10:00,07-06-2019 16:00,PPA
34.0225,-118.425,2341,3777,3777,3776,01-01-2019 00:00,07-06-2019 16:00,PPA
35.3315,-119,2344,3796,3796,3802,01-01-2019 00:01,13-06-2019 19:00,PPA
35.3315,-119,2345,3800,3800,3802,01-01-2019 00:00,13-06-2019 19:00,PPA
34.0286,-117.81,2346,8891,8891,8891,01-01-2019 00:00,14-01-2020 23:06,PPA
34.0286,-117.81,2347,8892,8892,8891,01-01-2019 00:00,14-01-2020 23:02,PPA
35.3566,-119.063,2350,8992,8992,8990,01-01-2019 00:01,13-01-2020 23:12,PPA
35.3566,-119.063,2351,8991,8991,8990,01-01-2019 00:01,13-01-2020 23:11,PPA
33.7701,-118.196,2352,8944,8944,8943,01-01-2019 00:01,14-01-2020 23:00,PPA
33.7701,-118.196,2353,8943,8943,8944,01-01-2019 00:01,14-01-2020 23:00,PPA
36.7854,-119.773,2358,8218,8218,8218,01-01-2019 00:02,09-12-2019 21:00,PPA
36.7854,-119.773,2359,8219,8219,8219,01-01-2019 00:00,09-12-2019 21:00,PPA
34.0766,-118.222,2362,8334,8334,8334,01-01-2019 00:01,13-01-2020 23:17,PPA
34.0766,-118.222,2363,8335,8335,8336,01-01-2019 00:01,13-01-2020 23:18,PPA
34.4389,-119.919,2390,1243,1243,1243,01-01-2019 11:01,21-02-2019 18:00,PPA
34.4389,-119.919,2391,1243,1243,1243,01-01-2019 00:00,21-02-2019 18:00,PPA
34.0242,-118.427,2404,8571,8571,8571,01-01-2019 00:00,14-01-2020 23:44,PPA
34.0242,-118.427,2405,8573,8573,8573,01-01-2019 00:00,14-01-2020 23:44,PPA
34.0228,-118.428,2409,3555,3555,3555,01-01-2019 00:01,08-12-2019 01:01,PPA
34.0251,-118.427,2412,3845,3845,3844,01-01-2019 00:01,14-01-2020 23:34,PPA
34.0251,-118.427,2413,4008,4008,4008,01-01-2019 00:00,14-01-2020 23:36,PPA
34.0204,-118.426,2415,8740,8740,8725,13-01-2019 17:20,14-01-2020 23:02,PPA
34.0205,-118.426,2416,3555,3555,3553,02-01-2019 02:14,03-06-2019 09:00,PPA
34.0205,-118.426,2417,3554,3554,3554,02-01-2019 02:16,03-06-2019 09:00,PPA
34.3902,-118.601,2440,8522,8522,8521,01-01-2019 00:00,13-01-2020 23:30,PPA
34.3902,-118.601,2441,8521,8521,8521,01-01-2019 00:00,13-01-2020 23:30,PPA
34.0711,-118.116,2448,3103,3103,3115,01-01-2019 01:58,21-11-2019 18:00,PPA
34.0711,-118.116,2449,2713,2713,2837,01-01-2019 01:58,21-11-2019 18:01,PPA
34.0773,-118.002,2452,8267,8267,8263,01-01-2019 00:00,14-01-2020 23:33,PPA
34.0773,-118.002,2453,8261,8261,8256,01-01-2019 00:00,14-01-2020 23:17,PPA
34.1258,-118.107,2462,8537,8537,8533,13-01-2019 04:01,13-01-2020 23:21,PPA
34.1258,-118.107,2463,8533,8533,8534,30-01-2019 21:00,13-01-2020 23:21,PPA
33.9717,-118.221,2464,8904,8904,8902,01-01-2019 00:00,13-01-2020 23:18,PPA
33.9717,-118.221,2465,8904,8904,8897,01-01-2019 00:00,13-01-2020 23:16,PPA
34.085,-118.072,2496,8894,8894,8894,01-01-2019 00:00,14-01-2020 23:17,PPA
34.085,-118.072,2497,8894,8894,8894,01-01-2019 00:00,14-01-2020 23:17,PPA
34.0649,-118.034,2504,8463,8463,8463,01-01-2019 00:00,14-01-2020 23:17,PPA
34.0649,-118.034,2505,8463,8463,8464,01-01-2019 00:00,14-01-2020 23:17,PPA
34.1614,-118.063,2516,7294,7294,7293,01-01-2019 00:01,01-11-2019 01:00,PPA
34.1614,-118.063,2517,7295,7295,7293,01-01-2019 00:01,01-11-2019 01:00,PPA
34.0016,-117.83,2612,9004,9004,9004,01-01-2019 00:00,14-01-2020 23:56,PPA
34.0016,-117.83,2613,9004,9004,9004,01-01-2019 00:00,14-01-2020 23:52,PPA
34.0239,-118.426,2615,3775,3775,3775,01-01-2019 00:00,01-07-2019 14:01,PPA
34.0232,-118.428,2617,5962,5962,5962,01-01-2019 00:00,29-10-2019 17:15,PPA
34.0242,-118.429,2619,8983,8983,8983,01-01-2019 00:01,14-01-2020 23:18,PPA
34.024,-118.426,2621,8576,8576,8576,01-01-2019 00:00,14-01-2020 23:20,PPA
34.0249,-118.428,2623,5628,5628,5628,01-01-2019 00:00,23-08-2019 11:00,PPA
34.0248,-118.43,2625,9024,9024,9017,01-01-2019 00:01,14-01-2020 23:32,PPA
34.024,-118.427,2629,9003,9003,9003,01-01-2019 00:00,14-01-2020 23:16,PPA
34.0243,-118.427,2633,8495,8495,8494,01-01-2019 00:01,14-01-2020 23:21,PPA
34.2948,-118.579,2649,9000,9000,9001,02-01-2019 15:00,14-01-2020 23:58,PPA
34.2948,-118.579,2650,9000,9000,9000,01-01-2019 00:00,14-01-2020 23:58,PPA
34.0201,-118.406,2691,4040,4040,4040,01-01-2019 00:00,18-06-2019 17:01,PPA
34.0201,-118.406,2692,4040,4040,4040,01-01-2019 00:00,18-06-2019 17:01,PPA
34.0545,-118.011,2693,8795,8795,8796,01-01-2019 00:01,14-01-2020 23:15,PPA
34.0545,-118.011,2694,8795,8795,8797,01-01-2019 00:01,14-01-2020 23:15,PPA
34.0751,-118.563,2701,8990,8990,8989,01-01-2019 00:00,13-01-2020 23:12,PPA
34.0751,-118.563,2702,8989,8989,8989,01-01-2019 00:00,13-01-2020 23:16,PPA
34.0677,-118.354,2703,5202,5202,5202,01-01-2019 00:00,09-08-2019 19:15,PPA
34.0677,-118.354,2704,5202,5202,5202,01-01-2019 00:00,09-08-2019 19:15,PPA
34.1804,-118.895,2710,8849,8851,8850,01-01-2019 00:00,13-01-2020 23:26,PPA
34.1804,-118.895,2711,8846,8846,8861,01-01-2019 00:00,13-01-2020 23:53,PPA
34.0716,-118.031,2713,8952,8952,8953,01-01-2019 00:01,14-01-2020 23:20,PPA
34.0716,-118.031,2714,8953,8953,8954,01-01-2019 00:01,14-01-2020 23:21,PPA
35.4948,-120.666,2717,8710,8710,8713,01-01-2019 00:04,13-01-2020 23:09,PPA
35.4948,-120.666,2718,8712,8712,8710,01-01-2019 00:00,13-01-2020 23:09,PPA
35.6437,-120.231,2721,8945,8945,8945,01-01-2019 00:00,14-01-2020 23:05,PPA
35.6437,-120.231,2722,8155,8155,8155,01-01-2019 00:00,14-01-2020 23:01,PPA
34.1748,-118.127,2749,6312,6312,6312,01-01-2019 00:01,13-01-2020 23:45,PPA
34.1748,-118.127,2750,6344,6344,6345,01-01-2019 00:01,13-01-2020 23:47,PPA
34.0628,-118.449,2751,4023,4023,4023,01-01-2019 00:00,17-06-2019 19:00,PPA
34.0628,-118.449,2752,4023,4023,4023,01-01-2019 00:00,17-06-2019 19:00,PPA
33.7687,-118.173,2756,8985,8985,8986,01-01-2019 18:59,13-01-2020 23:21,PPA
33.7687,-118.173,2757,8985,8985,8985,01-01-2019 18:59,13-01-2020 23:21,PPA
34.0015,-117.83,2758,8893,8893,8894,01-01-2019 00:00,14-01-2020 23:06,PPA
34.0015,-117.83,2759,8892,8892,8892,01-01-2019 00:00,14-01-2020 23:04,PPA
34.1254,-117.726,2766,8707,8707,8706,02-01-2019 12:00,13-01-2020 23:15,PPA
34.1254,-117.726,2767,8706,8706,8707,01-01-2019 00:00,13-01-2020 23:19,PPA
35.1152,-117.938,2804,8991,8991,8991,01-01-2019 00:00,13-01-2020 23:15,PPA
35.1152,-117.938,2805,8991,8991,8991,01-01-2019 00:00,13-01-2020 23:13,PPA
33.9925,-118.472,2946,8966,8966,8966,01-01-2019 00:00,14-01-2020 23:09,PPA
33.9925,-118.472,2947,8970,8970,8966,01-01-2019 00:00,14-01-2020 23:13,PPA
36.7911,-119.654,2992,5640,5640,5643,21-05-2019 03:00,14-01-2020 23:20,PPA
36.7911,-119.654,2993,9003,9003,9003,24-09-2019 02:01,14-01-2020 23:20,PPA
34.5135,-118.153,3075,3069,3069,3090,03-09-2019 22:01,14-01-2020 23:57,PPA
34.5135,-118.153,3076,8942,8942,8941,22-01-2019 19:01,14-01-2020 23:57,PPA
35.1325,-120.578,3307,8975,8975,8976,01-01-2019 00:00,13-01-2020 23:16,PPA
35.1325,-120.578,3308,8975,8975,8976,28-05-2019 12:01,13-01-2020 23:20,PPA
37.32,-119.623,3390,8894,8894,8896,01-01-2019 00:00,13-01-2020 23:21,PPA
37.32,-119.623,3391,8895,8895,8894,01-01-2019 00:00,13-01-2020 23:21,PPA
36.7068,-119.757,3465,7406,7406,7443,13-02-2019 13:00,13-01-2020 20:45,PPA
36.7068,-119.757,3466,8431,8431,8431,01-01-2019 00:00,13-01-2020 20:43,PPA
34.0034,-118.055,3477,8973,8973,8977,03-01-2019 03:02,14-01-2020 23:01,PPA
34.0034,-118.055,3478,8977,8977,8976,01-01-2019 00:01,14-01-2020 23:05,PPA
34.0467,-118.155,3479,8848,8848,8849,02-01-2019 17:00,13-01-2020 23:11,PPA
34.0467,-118.155,3480,8850,8850,8849,01-01-2019 00:00,13-01-2020 23:13,PPA
34.0657,-118.143,3483,8781,8781,8770,01-01-2019 00:00,13-01-2020 23:09,PPA
34.0657,-118.143,3484,8725,8725,8731,01-01-2019 00:00,13-01-2020 23:09,PPA
34.0544,-118.116,3487,8548,8548,8548,19-01-2019 23:45,14-01-2020 23:17,PPA
34.0544,-118.116,3488,8548,8548,8549,19-01-2019 23:45,14-01-2020 23:21,PPA
34.0703,-118.116,3505,4745,4745,4670,01-01-2019 00:00,31-08-2019 04:05,PPA
34.0703,-118.116,3506,4576,4576,4537,01-01-2019 00:01,20-08-2019 16:10,PPA
34.0667,-118.149,3515,6081,6081,6074,02-01-2019 11:01,14-01-2020 00:01,PPA
34.0667,-118.149,3516,6063,6063,6052,01-01-2019 00:00,14-01-2020 00:01,PPA
34.0707,-118.116,3525,6284,6284,6221,01-01-2019 00:00,25-10-2019 21:00,PPA
34.0707,-118.116,3526,6192,6192,6158,01-01-2019 00:00,25-10-2019 21:00,PPA
34.0984,-118.134,3527,8994,8994,8994,01-01-2019 00:00,14-01-2020 23:19,PPA
34.0984,-118.134,3528,8994,8994,8994,01-01-2019 00:00,14-01-2020 23:21,PPA
34.0705,-118.115,3529,7620,7620,7586,01-01-2019 00:01,14-01-2020 23:13,PPA
34.0705,-118.115,3530,7560,7560,7546,01-01-2019 00:01,14-01-2020 23:13,PPA
34.0525,-118.123,3551,8865,8865,8865,01-01-2019 00:00,14-01-2020 23:19,PPA
34.0525,-118.123,3552,8866,8866,8866,01-01-2019 00:00,14-01-2020 23:21,PPA
33.9359,-118.144,3586,8758,8758,8758,01-01-2019 00:00,13-01-2020 23:12,PPA
33.9359,-118.144,3587,8758,8758,8758,01-01-2019 00:00,13-01-2020 23:12,PPA
36.6791,-119.732,3610,8912,8912,8911,01-01-2019 00:00,13-01-2020 23:23,PPA
36.6791,-119.732,3611,8912,8912,8911,01-01-2019 00:00,13-01-2020 23:21,PPA
34.0594,-118.134,3617,8981,8981,8980,01-01-2019 00:35,14-01-2020 23:09,PPA
34.0594,-118.134,3618,8979,8979,8979,01-01-2019 00:00,14-01-2020 23:11,PPA
33.8722,-118.341,3779,8965,8965,8979,01-01-2019 00:12,13-01-2020 23:20,PPA
33.8722,-118.341,3780,8978,8978,8979,01-01-2019 00:01,13-01-2020 23:20,PPA
34.0648,-118.198,4045,1029,1029,1029,01-01-2019 00:00,06-03-2019 21:01,PPA
34.0648,-118.198,4046,1030,1030,1029,01-01-2019 00:00,06-03-2019 21:01,PPA
34.0661,-118.197,4047,1029,1029,1029,01-01-2019 00:00,06-03-2019 21:00,PPA
34.0661,-118.197,4048,1029,1029,1029,01-01-2019 00:00,06-03-2019 21:00,PPA
34.1176,-118.217,4049,8620,8620,8612,14-01-2019 00:57,14-01-2020 23:24,PPA
34.1176,-118.217,4050,8622,8622,8620,14-01-2019 00:57,14-01-2020 23:32,PPA
33.9892,-118.219,4054,3748,3748,3939,01-01-2019 00:08,19-06-2019 14:01,PPA
33.9892,-118.219,4055,3938,3938,3938,01-01-2019 00:00,19-06-2019 14:01,PPA
34.1072,-118.15,4058,8976,8976,8977,01-01-2019 00:00,14-01-2020 23:41,PPA
34.1072,-118.15,4059,8978,8978,8976,01-01-2019 00:00,14-01-2020 23:41,PPA
34.1311,-118.177,4067,1864,1864,1864,01-01-2019 11:01,20-03-2019 00:00,PPA
34.1311,-118.177,4068,1863,1863,1864,01-01-2019 00:01,20-03-2019 00:00,PPA
34.065,-118.197,4070,8994,8994,8994,01-01-2019 00:00,14-01-2020 23:16,PPA
34.2045,-118.22,4109,5041,5041,5037,01-01-2019 00:56,13-01-2020 14:29,PPA
34.2045,-118.22,4110,5045,5045,5041,01-01-2019 00:57,13-01-2020 14:29,PPA
34.445,-119.678,4187,8996,8996,8996,01-01-2019 00:01,13-01-2020 23:58,PPA
34.445,-119.678,4188,8997,8997,8996,01-01-2019 00:00,13-01-2020 23:54,PPA
34.178,-118.099,4399,8888,8888,8888,01-01-2019 00:00,13-01-2020 23:18,PPA
34.178,-118.099,4400,8887,8887,8887,01-01-2019 00:00,13-01-2020 23:16,PPA
33.7076,-118.291,4417,9001,9001,9001,01-01-2019 00:00,14-01-2020 23:21,PPA
33.7076,-118.291,4418,9001,9001,9001,01-01-2019 00:00,14-01-2020 23:21,PPA
35.2659,-120.659,4520,9004,9004,9004,01-01-2019 00:01,14-01-2020 23:59,PPA
35.2659,-120.659,4521,9004,9004,9004,09-01-2019 19:00,14-01-2020 23:59,PPA
34.1598,-118.06,4549,8993,8993,8992,01-01-2019 00:00,14-01-2020 23:30,PPA
34.1598,-118.06,4550,8993,8993,8992,09-01-2019 03:02,14-01-2020 23:30,PPA
36.8113,-119.839,4551,8799,8799,8800,01-01-2019 00:00,14-01-2020 23:19,PPA
36.8113,-119.839,4552,8794,8794,8796,08-01-2019 20:27,14-01-2020 23:20,PPA
33.8654,-118.396,4571,8986,8986,8986,02-01-2019 12:00,13-01-2020 23:12,PPA
33.8654,-118.396,4572,8986,8986,8987,29-01-2019 00:01,13-01-2020 23:14,PPA
34.6093,-120.135,4621,8992,8992,8990,01-01-2019 00:01,13-01-2020 23:21,PPA
34.6093,-120.135,4622,8992,8992,8990,01-01-2019 00:00,13-01-2020 23:21,PPA
34.0664,-118.11,4662,7709,7709,7709,01-01-2019 00:00,14-01-2020 23:15,PPA
34.0664,-118.11,4663,7709,7709,7709,01-01-2019 00:00,14-01-2020 23:11,PPA
